filename,url,Author,Paper Title,URL,Paper DOI,First Page,Last Pape,Year,FAR,score,meanH,meanS,meanV,colorfulness,edges,coarseness,contrast,directionality,entropy,feature congestion,url,colorfulness3,colorfulness2,familiarity,style,happiness,layout,interestingness,background,A,B,L,C,H,obcolor,thumburl,0
sci55.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci55.png,Dominic Schneider;Alexander Wiebel;Hamish Carr;Mario Hlawitschka;Gerik Scheuermann,Interactive Comparison of Scalar fields Based on Largest Contours with Applications to Flow Visualization,http://dx.doi.org/10.1109/TVCG.2008.143,10.1109/TVCG.2008.143,1475,1482,2008,0,inf,0.0175,0.2884,0.8573,17.38,10.51,3.47,0.07,0.29,4.24,2.72,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci55.png,78.36,2,3,4.5,4.3,4.2,4.5,0,18.000243,13.432806,74.55379278,22.45994265,36.73239495,4,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci55.png,11
sci68.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci68.png,Chaoli Wang;Hongfeng Yu;Kwan-Liu Ma,Importance-Driven Time-Varying Data Visualization,http://dx.doi.org/10.1109/TVCG.2008.140,10.1109/TVCG.2008.140,1547,1554,2008,0.0286,1.678862269,0.3663,0.3079,0.4597,9.72,7.64,4.22,0.1,0.3,6.21,2.75,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci68.png,53.20,6,4.1,4.7,4.7,4.6,4.4,0,-4.6081139,-2.4784636,42.9553898,5.232350861,208.273485,6,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci68.png,12
sci70.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci70.png,Chaoli Wang;Hongfeng Yu;Kwan-Liu Ma,Importance-Driven Time-Varying Data Visualization,http://dx.doi.org/10.1109/TVCG.2008.140,10.1109/TVCG.2008.140,1547,1554,2008,0.0909,0.750608461,0.2161,0.1324,0.8254,14.12,9.11,4.46,0.05,0.33,5.76,5.29,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci70.png,34.91,3,2.7,3.9,4.4,4.3,4.5,0,-4.312203,5.95050717,81.75997445,7.34871624,125.9300258,5,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci70.png,13
sci72.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci72.png,Chris Weigle;David C. Banks,A Comparison of the Perceptual Benefits of Linear Perspective and Physically-Based Illumination for Display of Dense 3D Streamtubes,http://dx.doi.org/10.1109/TVCG.2008.108,10.1109/TVCG.2008.108,1723,1730,2008,0.0301,1.896873252,0.5663,0.1457,0.7265,11,7.82,4.25,0.02,0.3,7.21,3.22,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci72.png,30.91,3,4.5,4.4,4.4,5.2,4.8,2,8.5921689,-2.7726517,67.50072547,9.028453007,342.1153587,5,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci72.png,14
sci75.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci75.png,Kaichi Zhou;Eugene Zhang;Jirí Bittner;Peter Wonka,Visibility-driven Mesh Analysis and Visualization through Graph Cuts,http://dx.doi.org/10.1109/TVCG.2008.176,10.1109/TVCG.2008.176,1667,1674,2008,0.0211,1.250538188,0.5443,0.4741,0.6398,16.37,6.85,4.12,0.01,0.27,6.18,2.2,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci75.png,44.10,3,3.1,3.7,4.2,4.4,3.8,0,-9.2231515,-18.736152,54.627582,20.88324465,243.7905915,2,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci75.png,15
sci78.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci78.png,David C. Banks;Kevin Beason,Decoupling Illumination from Isosurface Generation Using 4D Light Transport,http://dx.doi.org/10.1109/TVCG.2009.137,10.1109/TVCG.2009.137,1595,1602,2009,0.053,2.328864019,0.1932,0.0775,0.5235,15.4,5.64,4.37,0.02,0.27,6.44,1.83,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci78.png,11.80,4,5,4.8,4.2,4.2,4.1,2,-0.7571532,2.73639348,54.11975041,2.839212964,105.4666328,4,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci78.png,16
sci84.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci84.png,Wei Chen;Zhicheng Yan;Song Zhang;John Allen Crow;David S. Ebert;Ronald M. McLaughlin;Katie B. Mullins;Robert Cooper;Zi'ang Ding;Jun Liao,Volume Illustration of Muscle from Diffusion Tensor Images,http://dx.doi.org/10.1109/TVCG.2009.203,10.1109/TVCG.2009.203,1425,1432,2009,0.0426,1.467933045,0.5563,0.221,0.3544,15.08,7.83,3.82,0.03,0.33,4.8,2.44,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci84.png,40.16,3,3.4,3.7,3.8,4.7,4.2,1,11.6137921,4.43710818,28.13034442,12.43254185,20.90961038,4,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci84.png,17
sci88.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci88.png,Alan Chu;Chi-Wing Fu;Andrew J. Hanson;Pheng-Ann Heng,GL4D: A GPU-based Architecture for Interactive 4D Visualization,http://dx.doi.org/10.1109/TVCG.2009.147,10.1109/TVCG.2009.147,1587,1594,2009,0.1409,1.119411958,0.0974,0.1027,0.2888,16.05,4.15,4.2,0.03,0.26,5.06,1.76,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci88.png,21.54,5,2.8,3.5,3.9,3.9,4.6,1,-0.7064828,4.73694832,28.45312,4.789342065,98.4827394,4,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci88.png,18
sci90.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci90.png,Carlos D. Correa;Kwan-Liu Ma,The Occlusion Spectrum for Volume Classification and Visualization,http://dx.doi.org/10.1109/TVCG.2009.189,10.1109/TVCG.2009.189,1465,1472,2009,0.106,0.864383715,0.0882,0.051,0.8169,17.5,9.13,4.17,0.02,0.25,5.92,3,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci90.png,20.13,4,3.3,3.6,4.3,4.8,4.3,0,1.08360325,2.9920544,81.88173496,3.182229647,70.09162516,3,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci90.png,19
sci98.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci98.png,Çagatay Demiralp;John F. Hughes;David H. Laidlaw,Coloring 3D Line fields Using Boy's Real Projective Plane Immersion,http://dx.doi.org/10.1109/TVCG.2009.125,10.1109/TVCG.2009.125,1457,1464,2009,0.1233,1.177448071,0.281,0.1226,0.4621,11.61,14.46,3.75,0.03,0.24,5.47,4.6,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci98.png,30.92,7,3,4.1,5.3,5.7,4.9,1,0.57413715,-0.4727566,44.90586704,0.743728599,320.5312439,7,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci98.png,20
sci99.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci99.png,Christian Dick;Joachim Georgii;Rainer Burgkart;Rüdiger Westermann,Stress Tensor field Visualization for Implant Planning in Orthopedics,http://dx.doi.org/10.1109/TVCG.2009.184,10.1109/TVCG.2009.184,1399,1406,2009,0.1642,1.230688834,0.2125,0.7402,0.1572,13.29,8.92,3.59,0.02,0.41,3.84,1.72,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci99.png,29.04,3,5.5,4.6,5.7,5.3,6.2,1,-2.6235313,-0.399631,13.50937139,2.653793747,188.6610362,5,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci99.png,21
sci103.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci103.png,Maarten H. Everts;Henk Bekker;Jos B. T. M. Roerdink;Tobias Isenberg 0001,Depth-Dependent Halos: Illustrative Rendering of Dense Line Data,http://dx.doi.org/10.1109/TVCG.2009.138,10.1109/TVCG.2009.138,1299,1306,2009,0.0132,2.003779095,0.0942,0.0159,0.4494,16.19,15.87,3.43,0.09,0.28,6.76,7.68,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci103.png,1.03,2,4.5,4.8,4.5,5.1,5.2,0,0.04102256,0.32140742,46.04615814,0.324014782,82.72642862,3,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci103.png,22
sci110.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci110.png,Julian Heinrich;Daniel Weiskopf,Continuous Parallel Coordinates,http://dx.doi.org/10.1109/TVCG.2009.131,10.1109/TVCG.2009.131,1531,1538,2009,0.0179,2.084151424,0.6963,0.1365,0.2897,15.45,4,4.2,0.01,0.29,4.18,2.25,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci110.png,28.22,4,4.8,5.2,5.2,4.4,4.7,1,6.38065772,-4.8180471,26.20123019,7.995396824,322.9434753,4,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci110.png,23
sci122.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci122.png,Michael Krone;Katrin Bidmon;Thomas Ertl,Interactive Visualization of Molecular Surface Dynamics,http://dx.doi.org/10.1109/TVCG.2009.157,10.1109/TVCG.2009.157,1391,1398,2009,0.2174,0.906665588,0.4853,0.101,0.8456,11.17,7.18,4.21,0.03,0.27,5.46,3.19,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci122.png,29.97,5,4.9,5.1,5.2,4.7,5.9,0,4.85377339,-3.4741562,80.66947247,5.968993007,324.4062769,5,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci122.png,24
sci129.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci129.png,Ove Daae Lampe;Carlos D. Correa;Kwan-Liu Ma;Helwig Hauser,Curve-Centric Volume Reformation for Comparative Visualization,http://dx.doi.org/10.1109/TVCG.2009.136,10.1109/TVCG.2009.136,1235,1242,2009,0.2835,0.707743303,0.1625,0.1107,0.9037,13.39,10.06,4.13,0.02,0.28,5.34,4.77,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci129.png,34.90,4,4.2,4.8,5.1,5,5,0,1.62902648,2.59241572,87.28216747,3.061755471,57.8554994,6,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci129.png,25
sci134.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci134.png,Stéphane Marchesin;Guillaume Colin de Verdière,"High-Quality, Semi-Analytical Volume Rendering for AMR Data",http://dx.doi.org/10.1109/TVCG.2009.149,10.1109/TVCG.2009.149,1611,1618,2009,0.0581,1.165275597,0.4369,0.0547,0.2669,8.77,6.63,4.72,0,0.35,5.5,1.39,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci134.png,7.00,2,4.5,4.8,4.8,5,4.9,1,-0.7996308,-1.3412685,27.82547215,1.561541113,239.1976571,2,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci134.png,26
sci137.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci137.png,Benjamin Schindler;Raphael Fuchs;John Biddiscombe;Ronald Peikert,Predictor-Corrector Schemes for Visualization ofSmoothed Particle Hydrodynamics Data,http://dx.doi.org/10.1109/TVCG.2009.173,10.1109/TVCG.2009.173,1243,1250,2009,0.1029,0.989266618,0.5564,0.5015,0.5668,15.48,15.18,3.61,0.02,0.28,7.4,4.3,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci137.png,45.04,3,4.7,5.8,5.8,5.5,5.5,0,-2.544932,-19.960103,45.77502727,20.12168932,262.7339382,3,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci137.png,27
sci142.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci142.png,Yong Wan;Hideo Otsuna;Chi-Bin Chien;Charles D. Hansen,An interactive visualization tool for multi-channel confocal microscopy data in neurobiology research,http://dx.doi.org/10.1109/TVCG.2009.118,10.1109/TVCG.2009.118,1489,1496,2009,0.0859,0.988940094,0.6312,0.6169,0.3944,15.93,15.33,3.24,0,0.27,6,1.84,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci142.png,37.43,2,3.7,4.3,4.1,4.1,3.9,1,11.8729937,-30.156552,22.52941528,32.40965272,291.4901507,2,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci142.png,28
sci145.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci145.png,Yong Wan;Hideo Otsuna;Chi-Bin Chien;Charles D. Hansen,An interactive visualization tool for multi-channel confocal microscopy data in neurobiology research,http://dx.doi.org/10.1109/TVCG.2009.118,10.1109/TVCG.2009.118,1489,1496,2009,0.0588,1.265743565,0.2866,0.1918,0.1908,16.18,7.42,4.09,0.03,0.3,3.84,2.46,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci145.png,43.74,4,4.3,4.7,4.4,4.5,5.1,1,-5.0199488,8.61830165,17.79186156,9.97371591,120.2197479,4,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci145.png,29
sci153.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci153.png,Silvia Born;Alexander Wiebel;Jan Friedrich;Gerik Scheuermann;Dirk Bartz,Illustrative Stream Surfaces,http://dx.doi.org/10.1109/TVCG.2010.166,10.1109/TVCG.2010.166,1329,1338,2010,0.0676,1.426176014,0.0493,0.0514,0.952,17.58,4.94,3.36,0.01,0.25,3.64,2.85,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci153.png,25.06,3,4.5,4.2,4.3,4.9,5.4,0,1.24847825,3.45928613,93.86390582,3.677683848,70.15516606,4,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci153.png,30
sci156.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci156.png,Jian Cui;Paul Rosen;Voicu Popescu;Christoph M. Hoffmann,A Curved Ray Camera for Handling Occlusions through Continuous Multiperspective Visualization,http://dx.doi.org/10.1109/TVCG.2010.127,10.1109/TVCG.2010.127,1235,1242,2010,0.0276,2.461068305,0.1992,0.1403,0.6622,13.48,9.59,4.14,0.01,0.45,6.84,2.78,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci156.png,16.79,3,4.6,4.9,4.4,4.6,5.2,0,-1.8018832,5.82961865,66.2918191,6.101740473,107.1759135,4,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci156.png,31
sci160.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci160.png,Florian Ferstl;Kai Bürger;Holger Theisel;Rüdiger Westermann,Interactive Separating Streak Surfaces,http://dx.doi.org/10.1109/TVCG.2010.169,10.1109/TVCG.2010.169,1569,1577,2010,0.0511,2.133534988,0.2325,0.1873,0.7157,10.79,5.26,4.33,0.09,0.26,5.45,3.58,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci160.png,31.78,4,4,4.3,4.4,4.5,4.5,0,-6.2019725,1.72490036,71.4335913,6.43737093,164.4576208,4,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci160.png,32
sci163.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci163.png,Florian Ferstl;Kai Bürger;Holger Theisel;Rüdiger Westermann,Interactive Separating Streak Surfaces,http://dx.doi.org/10.1109/TVCG.2010.169,10.1109/TVCG.2010.169,1569,1577,2010,0.0443,1.745956768,0.1751,0.2954,0.6381,13.83,7.29,4.04,0.13,0.27,5.84,6.91,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci163.png,33.73,3,4.1,4.6,4.4,4.6,4.7,0,-4.8907286,6.03521498,61.77784592,7.768078645,129.0201072,5,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci163.png,33
sci164.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci164.png,Florian Ferstl;Kai Bürger;Holger Theisel;Rüdiger Westermann,Interactive Separating Streak Surfaces,http://dx.doi.org/10.1109/TVCG.2010.169,10.1109/TVCG.2010.169,1569,1577,2010,0.0135,2.560370372,0.5,0.3429,0.6695,13.9,4.6,4.19,0.1,0.24,5.36,2.63,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci164.png,59.69,3,4.3,4.5,4.3,4.9,5,0,13.7697296,8.89135827,59.23997305,16.39090314,32.85104684,4,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci164.png,34
sci169.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci169.png,Roland Fraedrich;Stefan Auer;Rüdiger Westermann,Efficient High-Quality Volume Rendering of SPH Data,http://dx.doi.org/10.1109/TVCG.2010.148,10.1109/TVCG.2010.148,1533,1540,2010,0.0559,1.393119238,0.1391,0.6038,0.8203,16.08,5.92,4.83,0.03,0.27,7.12,1.83,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci169.png,74.77,2,4.3,4.4,4.5,4.9,5.1,0,-2.1232716,52.925577,74.13856256,52.9681506,92.29736365,4,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci169.png,35
sci180.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci180.png,Mathias Hummel;Christoph Garth;Bernd Hamann;Hans Hagen;Kenneth I. Joy,IRIS: Illustrative Rendering for Integral Surfaces,http://dx.doi.org/10.1109/TVCG.2010.173,10.1109/TVCG.2010.173,1319,1328,2010,0.0709,1.230758464,0.4296,0.238,0.7286,10.6,7.55,4.17,0.06,0.24,5.88,3.65,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci180.png,33.69,2,4.9,4.6,4.4,5.5,4.9,0,-4.4761273,-9.3249553,68.76026958,10.34362152,244.3582515,2,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci180.png,36
sci187.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci187.png,Won-Ki Jeong;Jens Schneider;Stephen G. Turney;Beverly E. Faulkner-Jones;Dominik Meyer;Rüdiger Westermann;R. Clay Reid;Jeff Lichtman;Hanspeter Pfister,Interactive Histology of Large-Scale Biomedical Image Stacks,http://dx.doi.org/10.1109/TVCG.2010.168,10.1109/TVCG.2010.168,1386,1395,2010,0.0071,2.330543848,0.2567,0.0486,0.4264,15.39,14.05,3.58,0.04,0.28,5.08,2.68,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci187.png,4.32,1,4.4,4.5,4.5,4.4,5,1,-0.8022868,1.39226865,44.37100036,1.60688397,119.9524494,2,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci187.png,37
sci195.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci195.png,Chad Jones;Kwan-Liu Ma,Visualizing Flow Trajectories Using Locality-based Rendering and Warped Curve Plots,http://dx.doi.org/10.1109/TVCG.2010.218,10.1109/TVCG.2010.218,1587,1594,2010,0.0647,0.931847337,0.3473,0.4896,0.6279,14.18,3.1,4.7,0.02,0.29,7.1,2.66,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci195.png,53.14,3,4.3,4.7,4.2,5.2,5.1,0,-28.542638,20.2044906,59.13627336,34.97003863,144.7064497,3,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci195.png,38
sci197.png,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci197.png,Olga A. Karpenko;Wilmot Li;Niloy J. Mitra;Maneesh Agrawala,Exploded View Diagrams of Mathematical Surfaces,http://dx.doi.org/10.1109/TVCG.2010.151,10.1109/TVCG.2010.151,1311,1318,2010,0.0327,1.366690327,0.2831,0.0848,0.7997,11.2,7.85,4.38,0.06,0.26,5.31,3.02,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci197.png,21.18,3,4.3,4.5,4.9,4.9,4.9,0,0.58628875,-2.7838264,78.51939076,2.844894408,281.8929943,4,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci197.png,39
